Rank,Player,Age,Elo,Hard,Clay,Grass,Peak Match,Peak Age,Peak Elo
68,Mackenzie Mcdonald,23.9,1744.0,1653.8,1226.9,1599.2,2019 Acapulco QF,23.9,1761.2
69,Damir Dzumhur,26.8,1743.6,1658.3,1567.6,1620.5,2018 Dubai R16,25.8,1888.0
70,Ricardas Berankis,28.7,1742.2,1673.3,1523.3,1364.2,2010 Vancouver CH F,20.1,1806.0
71,Hubert Hurkacz,22.0,1741.7,1637.9,1640.7,1380.2,2019 Dubai QF,22.0,1748.9
72,Hyeon Chung,22.7,1740.3,1638.2,1651.8,1303.2,2018 Miami Masters QF,21.8,1978.3
73,Leonardo Mayer,31.8,1739.9,1635.0,1719.6,1482.6,2015 Canada Masters R32,28.2,1873.7
74,Dusan Lajovic,28.7,1735.3,1625.9,1700.9,1342.7,2018 Doha QF,28.5,1818.3
75,Ernests Gulbis,30.5,1733.4,1646.0,1604.7,1614.7,2014 Roland Garros SF,25.7,2049.5
76,Ryan Harrison,26.8,1730.1,1677.4,1498.4,1365.3,2018 Acapulco QF,25.8,1807.7
77,Felix Auger Aliassime,18.5,1727.8,1523.6,1719.9,,2019 Sao Paulo QF,18.5,1746.3
78,Federico Delbonis,28.4,1727.3,1566.6,1725.0,1208.0,2017 Hamburg SF,26.8,1850.3
79,Denis Istomin,32.5,1726.3,1636.4,1594.4,1565.3,2013 Dallas2 CH QF,26.5,1849.7
80,Adrian Mannarino,30.7,1725.5,1612.1,1535.8,1687.6,2018 Australian Open R32,29.5,1879.7
81,Matthew Ebden,31.2,1725.1,1610.3,1359.4,1657.8,2012 Indian Wells Masters R16,24.3,1774.1
82,Ivo Karlovic,40.0,1720.6,1650.5,1581.9,1647.6,2007 Paris Masters R32,28.7,1959.6
83,Robin Haase,31.9,1717.5,1619.8,1630.3,1561.0,2011 Winston-Salem SF,24.4,1858.2
84,Marcos Baghdatis,33.7,1716.5,1662.9,1471.1,1585.1,2008 Marseille SF,22.7,1994.4
85,Jack Sock,26.3,1711.3,1670.9,1675.9,1463.3,2017 Indian Wells Masters SF,24.4,2035.7
86,Lloyd George Muirhead Harris,22.0,1710.4,1654.1,1319.5,1367.9,2018 Fairfield CH QF,21.6,1733.2
87,Jordan Thompson,24.9,1709.7,1653.6,1476.7,1499.3,2017 Memphis R32,22.8,1768.3
88,Mischa Zverev,31.5,1709.4,1585.7,1606.6,1614.8,2017 Australian Open QF,29.4,1839.7
89,Jaume Munar,21.8,1708.7,1461.4,1737.9,,2018 Winston Salem R16,21.3,1759.6
90,Albert Ramos,31.1,1706.3,1541.5,1728.4,1429.3,2017 Barcelona QF,29.3,1870.2
91,Marius Copil,28.4,1706.2,1643.0,1481.5,1541.8,2018 Basel F,28.0,1745.7
92,Joao Sousa,29.9,1705.6,1639.9,1644.7,1468.7,2016 Australian Open R32,26.8,1846.7
93,Pablo Cuevas,33.1,1703.0,1612.7,1695.9,1552.3,2016 Hamburg F,30.5,1909.3
94,Vasek Pospisil,28.3,1699.1,1652.2,1279.9,1472.7,2015 Valencia SF,25.3,1858.6
95,Denis Kudla,26.5,1693.0,1589.9,1470.2,1613.0,2015 Atlanta SF,22.9,1778.5
96,Nicolas Jarry,23.4,1692.2,1528.1,1669.9,1348.4,2018 Shanghai Masters R16,23.0,1799.0
97,Horacio Zeballos,33.7,1689.7,1537.9,1652.2,1296.3,2009 St. Petersburg F,24.5,1787.8
98,Egor Gerasimov,26.3,1689.6,1621.4,1397.2,1429.3,2017 Samarkand CH QF,24.5,1770.1
99,Alexander Bublik,21.7,1689.3,1628.6,1309.0,1349.1,2017 Istanbul CH SF,20.2,1698.0
100,Guillermo Garcia Lopez,35.7,1686.9,1588.9,1647.6,1445.9,2010 Shanghai Masters QF,27.4,1878.1
101,Brayden Schnur,23.6,1683.9,1604.5,,1488.0,2019 New York F,23.6,1714.7
102,Antonie Hoang,23.3,1683.1,1593.9,1400.1,,2019 Montpellier R16,23.3,1743.0
103,Miomir Kecmanovic,19.5,1678.8,1601.4,1476.2,,2018 Brisbane R16,19.3,1757.1
104,Tommy Paul,21.6,1678.0,1614.9,1364.1,,2018 Playford CH R16,21.6,1669.1
105,Jiri Vesely,25.6,1676.9,1519.8,1666.9,1628.9,2014 Wimbledon R32,21.0,1892.8
106,Juan Ignacio Londero,25.5,1672.6,1301.9,1640.1,1362.1,2019 Rio De Janeiro R16,25.5,1693.4
107,Tennys Sandgren,27.6,1672.1,1597.8,1529.5,1327.5,2019 Australian Open R128,27.5,1717.9
108,Thomas Fabbiano,29.8,1670.9,1581.3,1469.2,1468.1,2017 Nottingham CH F,28.0,1701.6
109,Mikhail Youzhny,36.2,1670.7,1625.6,1496.4,1577.1,2010 Miami Masters QF,27.7,2015.1
110,Jozef Kovalik,25.7,1670.2,1491.4,1626.5,1287.6,2018 Hamburg SF,25.7,1696.3
111,Dudi Sela,33.9,1666.5,1573.6,1310.0,1682.9,2009 Miami Masters R128,24.0,1817.1
112,Viktor Troicki,33.0,1662.6,1557.4,1706.4,1513.2,2011 Monte Carlo Masters QF,25.2,1990.9
113,Malek Jaziri,35.1,1661.9,1597.7,1575.2,1344.3,2017 Miami Masters R32,33.2,1791.6
114,Jared Donaldson,22.4,1661.6,1571.4,1512.0,1378.2,2017 Chengdu QF,21.0,1784.5
115,James Duckworth,27.1,1659.7,1602.3,1459.2,1456.3,2017 Australian Open R128,25.0,1717.4
116,Roberto Carballes Baena,25.9,1658.8,1403.4,1647.7,1257.8,2018 Brest CH SF,25.6,1698.8
117,Yannick Hanfmann,26.8,1656.7,1337.9,1655.9,1435.1,2017 Gstaad F,25.7,1728.8
118,Pablo Andujar,33.0,1654.6,1374.1,1694.1,1259.9,2015 Roland Garros R32,29.3,1788.3
119,Matthias Bachinger,31.9,1653.8,1597.1,1466.7,1459.7,2011 Granby CH F,24.3,1703.4
120,Donald Young,29.6,1652.8,1605.9,1485.2,1433.0,2017 Miami Masters R16,27.7,1834.4
121,Casper Ruud,20.2,1651.1,1544.8,1570.6,,2016 Szczecin CH R16,17.7,1722.5
122,Yannick Maden,29.3,1651.0,1578.4,1540.1,1392.5,2018 Rennes CH QF,28.2,1716.9
123,Michael Mmoh,21.0,1650.0,1594.4,1401.0,1386.8,2017 San Francisco CH SF,19.1,1729.8
124,Yuki Bhambri,26.3,1648.2,1581.8,1405.0,1410.1,2016 Australian Open R128,23.5,1720.4
125,Simone Bolelli,33.4,1646.4,1533.5,1662.9,1606.9,2008 Roland Garros R32,22.6,1880.6
126,Bradley Klahn,28.4,1645.8,1585.5,1398.2,1220.2,2014 Delray Beach R32,23.5,1763.0
127,Ilya Ivashka,25.0,1643.7,1570.3,1422.5,1430.6,2019 Canberra CH F,24.9,1736.0
128,Maximilian Marterer,23.7,1642.8,1592.3,1609.7,1330.6,2018 Stuttgart R16,23.0,1809.9
129,Taro Daniel,26.1,1642.8,1546.7,1634.1,1333.1,2015 Prague CH QF,22.4,1744.6
130,Oscar Otte,25.6,1630.7,1553.6,1458.7,1566.2,2017 Braunschweig CH SF,24.0,1716.3
131,Bjorn Fratangelo,25.6,1630.5,1570.8,1629.8,1439.7,2016 Surbiton CH SF,22.9,1717.5
132,Stefano Travaglia,27.2,1630.1,1583.7,1520.9,1317.4,2018 Alicante CH R32,26.3,1687.2
133,Gregoire Barrere,25.0,1627.8,1550.0,1475.1,1353.1,2019 Pau CH SF,25.0,1645.0
134,Mikael Ymer,20.5,1626.1,1561.5,1532.5,,2019 Koblenz CH QF,20.3,1704.3
135,Marcel Granollers,32.9,1624.3,1533.5,1586.7,1582.3,2012 Sydney R32,25.7,1894.0
136,Evgeny Donskoy,28.8,1620.2,1528.0,1460.3,1357.0,2015 Pune CH F,25.5,1717.0
137,Lukas Rosol,33.6,1618.3,1522.9,1620.0,1383.6,2014 US Open R128,29.1,1882.1
138,Corentin Moutet,19.9,1617.6,1533.9,1541.4,,2017 Eckental CH QF,18.5,1706.5
139,Alexei Popyrin,19.6,1615.9,1546.5,1334.8,,2019 New York Qual,19.5,1694.5
140,Kamil Majchrzak,23.1,1615.9,1563.8,1429.5,1339.0,2019 Burnie CH SF,23.0,1644.4
141,Pedro Sousa,30.7,1613.6,1164.8,1617.9,1346.8,2017 Rome CH R16,29.3,1716.1
142,Soon Woo Kwon,21.2,1612.9,1561.0,1260.5,1354.1,2019 Yokohama CH F,21.2,1591.3
143,Blaz Kavcic,31.7,1612.4,1517.0,1459.2,1419.5,2009 Rijeka CH F,22.3,1760.0
144,Rogerio Dutra Silva,35.0,1610.4,1573.7,1543.9,1192.7,2017 Roland Garros R64,33.3,1686.6
145,Lorenzo Sonego,23.8,1605.3,1433.7,1621.0,1267.9,2018 Szczecin CH R32,23.3,1677.2
146,Prajnesh Gunneswaran,29.3,1604.9,1537.5,1373.3,1347.1,2018 Pune CH F,29.0,1677.9
147,Alejandro Davidovich Fokina,19.7,1604.5,1502.5,1515.5,,2019 Bangkok CH F,19.7,1629.2
148,Lukas Lacko,31.3,1600.7,1478.6,1295.8,1563.8,2012 Dallas2 CH QF,24.3,1791.9
149,Yuichi Sugita,30.4,1598.7,1501.6,1344.2,1600.2,2017 Cincinnati Masters QF,28.9,1795.5
150,Alex Bolt,26.1,1598.3,1529.1,1284.2,1501.0,2019 Indian Wells CH QF,26.1,1607.0
151,Henri Laaksonen,26.9,1596.5,1514.7,1529.5,1325.6,2017 Knoxville CH SF,25.6,1690.8
152,Paolo Lorenzi,37.2,1595.7,1524.8,1586.5,1269.0,2017 Quito F,35.1,1778.6
153,Jason Jung,29.7,1594.3,1528.6,1401.0,1409.1,2018 Zhuhai CH SF,28.7,1670.7
154,Alessandro Giannessi,28.7,1591.8,1407.2,1578.4,1385.7,2011 Napoli2 CH F,21.3,1726.6
155,Pavel Kotov,20.2,1590.6,1495.2,1423.9,,2019 Budapest CH R16,20.2,1626.1
156,Hugo Dellien,25.7,1587.5,1205.1,1562.4,,2018 Shymkent CH SF,24.9,1709.6
157,Tommy Robredo,36.8,1586.7,1548.4,1573.4,1524.1,2009 Roland Garros QF,27.1,1985.7
158,Marco Trungelliti,29.1,1586.1,1329.9,1616.8,1349.3,2018 Tampere CH QF,28.5,1681.2
159,Sergiy Stakhovsky,33.1,1583.9,1488.9,1402.9,1619.9,2010 Kuala Lumpur R16,24.7,1845.9
160,Noah Rubin,23.0,1581.3,1499.2,1565.7,1380.8,2018 Washington R16,22.4,1734.3
161,Santiago Giraldo,31.2,1581.3,1505.5,1553.6,1450.7,2012 Roland Garros R32,24.5,1855.9
162,Carlos Berlocq,36.1,1580.5,1581.7,1543.4,1294.5,2012 Dusseldorf RR,29.3,1851.9
163,Thiemo De Bakker,30.4,1580.3,1446.8,1638.0,1470.0,2010 New Haven SF,21.9,1881.3
164,Yasutaka Uchiyama,26.5,1579.7,1527.2,1139.3,1363.9,2017 Yokohama CH R32,24.6,1631.3
165,Jason Kubler,25.7,1578.4,1510.4,1349.6,1412.2,2018 Kaohsiung CH R32,25.3,1675.9
